Date,lstmkospi,grukospi,lstmsemi,grusemi,lstmlog,grulog,arimakospi,arimasemi,arimalog,fbkospi,fblog,fbsemi,nukospi,nulog,nusemi,kospivol,semivol,logvol,P_lstmkospi,P_grukospi,P_lstmsemi,P_grusemi,P_lstmlog,P_grulog,P_arimakospi,P_arimasemi,P_arimalog,P_fbkospi,P_fblog,P_fbsemi,P_nukospi,P_nulog,P_nusemi
2017-01-02,18645,18645,19918,19918,2750,2750,18645,19918,2750,18645,2750,19918,18645,2750,19918,124950,5417,993,,,,,,,,,,,,,,,
2017-01-03,18776,18776,20102,20102,2759,2759,18776,20102,2759,18776,2759,20102,18776,2759,20102,139803,3063,1305,,,,,,,,,,,,,,,
2017-01-04,18738,18738,19773,19773,2764,2764,18738,19773,2764,18738,2764,19773,18738,2764,19773,140768,22710,2082,,,,,,,,,,,,,,,
2017-01-05,18716,18716,19753,19753,2778,2778,18716,19753,2778,18716,2778,19753,18716,2778,19753,139378,5613,5427,,,,,,,,,,,,,,,
2017-01-06,18815,18815,19928,19928,2773,2773,18815,19928,2773,18815,2773,19928,18815,2773,19928,133390,5545,25212,,,,,,,,,,,,,,,
2017-01-09,18788,18788,20319,20319,2731,2731,18788,20319,2731,18788,2731,20319,18788,2731,20319,135318,5453,12029,,,,,,,,,,,,,,,
2017-01-10,18772,18772,20111,20111,2711,2711,18772,20111,2711,18772,2711,20111,18772,2711,20111,496257,38579,14714,,,,,,,,,,,,,,,
2017-01-11,19046,19046,20399,20399,2726,2726,19046,20399,2726,19046,2726,20399,19046,2726,20399,304636,4264,8183,,,,,,,,,,,,,,,
2017-01-12,19041,19041,20217,20217,2783,2783,19041,20217,2783,19041,2783,20217,19041,2783,20217,298969,14913,4096,,,,,,,,,,,,,,,
2017-01-13,19054,19054,20087,20087,2764,2764,19054,20087,2764,19054,2764,20087,19054,2764,20087,391246,57978,1534,,,,,,,,,,,,,,,
2017-01-16,18969,18969,19644,19644,2783,2783,18969,19644,2783,18969,2783,19644,18969,2783,19644,306688,15402,8803,,,,,,,,,,,,,,,
2017-01-17,18948,18948,19644,19644,2788,2788,18948,19644,2788,18948,2788,19644,18948,2788,19644,199197,4369,9769,,,,,,,,,,,,,,,
2017-01-18,18992,18992,19773,19773,2803,2803,18992,19773,2803,18992,2803,19773,18992,2803,19773,132492,3207,67253,,,,,,,,,,,,,,,
2017-01-19,19025,19025,19807,19807,2813,2813,19025,19807,2813,19025,2813,19807,19025,2813,19807,117787,14110,29069,,,,,,,,,,,,,,,
2017-01-20,18948,18948,19620,19620,2828,2828,18948,19620,2828,18948,2828,19620,18948,2828,19620,143536,2894,1748,,,,,,,,,,,,,,,
2017-01-23,18948,18948,19744,19744,2833,2833,18948,19744,2833,18948,2833,19744,18948,2833,19744,129276,6253,4573,,,,,,,,,,,,,,,
2017-01-24,18938,18938,19807,19807,2783,2783,18938,19807,2783,18938,2783,19807,18938,2783,19807,122135,13837,10245,,,,,,,,,,,,,,,
2017-01-25,18961,18961,19871,19871,2741,2741,18961,19871,2741,18961,2741,19871,18961,2741,19871,117584,2566,6671,,,,,,,,,,,,,,,
2017-01-26,19104,19104,20207,20207,2764,2764,19104,20207,2764,19104,2764,20207,19104,2764,20207,120362,5623,12103,,,,,,,,,,,,,,,
2017-01-31,19005,19005,20377,20377,2731,2731,19005,20377,2731,19005,2731,20377,19005,2731,20377,156645,3461,2743,,,,,,,,,,,,,,,
2017-02-01,19054,19054,20348,20348,2750,2750,19054,20348,2750,19054,2750,20348,19054,2750,20348,119876,7426,3366,,,,,,,,,,,,,,,
2017-02-02,19010,19010,19928,19928,2721,2721,19010,19928,2721,19010,2721,19928,19010,2721,19928,115644,6189,4296,,,,,,,,,,,,,,,
2017-02-03,19001,19001,20058,20058,2706,2706,19001,20058,2706,19001,2706,20058,19001,2706,20058,123199,1696,6648,,,,,,,,,,,,,,,
2017-02-06,19041,19041,19842,19842,2711,2711,19041,19842,2711,19041,2711,19842,19041,2711,19842,235127,4965,1625,,,,,,,,,,,,,,,
2017-02-07,19034,19034,19546,19546,2731,2731,19034,19546,2731,19034,2731,19546,19034,2731,19546,131828,24239,2072,,,,,,,,,,,,,,,
2017-02-08,18956,18956,19832,19832,2731,2731,18956,19832,2731,18956,2731,19832,18956,2731,19832,138433,6547,1410,,,,,,,,,,,,,,,
2017-02-09,18961,18961,19672,19672,2750,2750,18961,19672,2750,18961,2750,19672,18961,2750,19672,257576,1763,7639,,,,,,,,,,,,,,,
2017-02-10,19051,19051,19225,19225,2768,2768,19051,19225,2768,19051,2768,19225,19051,2768,19225,149464,7389,1833,,,,,,,,,,,,,,,
2017-02-13,19041,19041,19387,19387,2778,2778,19041,19387,2778,19041,2778,19387,19041,2778,19387,133867,2413,3244,,,,,,,,,,,,,,,
2017-02-14,19041,19041,19122,19122,2798,2798,19041,19122,2798,19041,2798,19122,19041,2798,19122,121060,3942,2720,,,,,,,,,,,,,,,
2017-02-15,19127,19127,19069,19069,2848,2848,19127,19069,2848,19127,2848,19069,19127,2848,19069,135546,3056,6027,,,,,,,,,,,,,,,
2017-02-16,19114,19114,19497,19497,2858,2858,19114,19497,2858,19114,2858,19497,19114,2858,19497,156741,4881,30497,,,,,,,,,,,,,,,
2017-02-17,19054,19054,19802,19802,2838,2838,19054,19802,2838,19054,2838,19802,19054,2838,19802,227271,10240,1695,,,,,,,,,,,,,,,
2017-02-20,19137,19137,19918,19918,2838,2838,19137,19918,2838,19137,2838,19918,19137,2838,19918,125288,2886,15559,,,,,,,,,,,,,,,
2017-02-21,19307,19307,19986,19986,2923,2923,19307,19986,2923,19307,2923,19986,19307,2923,19986,182963,5339,45952,,,,,,,,,,,,,,,
2017-02-22,19327,19327,19951,19951,2927,2927,19327,19951,2927,19327,2927,19951,19327,2927,19951,171818,2815,12265,,,,,,,,,,,,,,,
2017-02-23,19353,19353,19758,19758,2985,2985,19353,19758,2985,19353,2985,19758,19353,2985,19758,132359,3248,6200,,,,,,,,,,,,,,,
2017-02-24,19223,19223,19280,19280,2957,2957,19223,19280,2957,19223,2957,19280,19223,2957,19280,165147,3257,29908,,,,,,,,,,,,,,,
2017-02-27,19168,19168,19225,19225,2942,2942,19168,19225,2942,19168,2942,19225,19168,2942,19225,113358,5059,2630,,,,,,,,,,,,,,,
2017-02-28,19205,19205,19280,19280,2994,2994,19205,19280,2994,19205,2994,19280,19205,2994,19280,163612,1226,10254,,,,,,,,,,,,,,,
2017-03-02,19307,19307,19314,19314,2967,2967,19307,19314,2967,19307,2967,19314,19307,2967,19314,115923,17878,49888,,,,,,,,,,,,,,,
2017-03-03,19100,19100,19142,19142,2898,2898,19100,19142,2898,19100,2898,19142,19100,2898,19142,230142,3906,182901,,,,,,,,,,,,,,,
2017-03-06,19118,19118,19676,19676,2903,2903,19118,19676,2903,19118,2903,19676,19118,2903,19676,146918,3932,21990,,,,,,,,,,,,,,,
2017-03-07,19223,19223,19719,19719,2893,2893,19223,19719,2893,19223,2893,19719,19223,2893,19719,163857,837,2878,,,,,,,,,,,,,,,
2017-03-08,19236,19236,19639,19639,2888,2888,19236,19639,2888,19236,2888,19639,19236,2888,19639,131921,1051,12204,,,,,,,,,,,,,,,
2017-03-09,19201,19201,19586,19586,2913,2913,19201,19586,2913,19201,2913,19586,19201,2913,19586,932458,4255,102240,,,,,,,,,,,,,,,
2017-03-10,19214,19214,19871,19871,2913,2913,19214,19871,2913,19214,2913,19871,19214,2913,19871,136874,6196,10955,,,,,,,,,,,,,,,
2017-03-13,19448,19448,20172,20172,2937,2937,19448,20172,2937,19448,2937,20172,19448,2937,20172,169388,8561,1067,,,,,,,,,,,,,,,
2017-03-14,19547,19547,20014,20014,2952,2952,19547,20014,2952,19547,2952,20014,19547,2952,20014,303215,3055,9364,,,,,,,,,,,,,,,
2017-03-15,19556,19556,19768,19768,2937,2937,19556,19768,2937,19556,2937,19768,19556,2937,19768,290125,2220,3085,,,,,,,,,,,,,,,
2017-03-16,19711,19711,19744,19744,2990,2990,19711,19744,2990,19711,2990,19744,19711,2990,19744,242041,1790,8895,,,,,,,,,,,,,,,
2017-03-17,19819,19819,19426,19426,3009,3009,19819,19426,3009,19819,3009,19426,19819,3009,19426,229526,5665,22480,,,,,,,,,,,,,,,
2017-03-20,19731,19731,19431,19431,3034,3034,19731,19431,3034,19731,3034,19431,19731,3034,19431,331520,3056,12698,,,,,,,,,,,,,,,
2017-03-21,19987,19987,19397,19397,3102,3102,19987,19397,3102,19987,3102,19397,19987,3102,19397,244581,4672,168008,,,,,,,,,,,,,,,
2017-03-22,19901,19901,19484,19484,3029,3029,19901,19484,3029,19901,3029,19484,19901,3029,19484,406820,1514,2727,,,,,,,,,,,,,,,
2017-03-23,19955,19955,19426,19426,3097,3097,19955,19426,3097,19955,3097,19426,19955,3097,19426,233010,1793,16302,,,,,,,,,,,,,,,
2017-03-24,19869,19869,19681,19681,3127,3127,19869,19681,3127,19869,3127,19681,19869,3127,19681,477663,2686,108726,,,,,,,,,,,,,,,
2017-03-27,19793,19793,19817,19817,3122,3122,19793,19817,3122,19793,3122,19817,19793,3122,19817,271496,5207,30488,,,,,,,,,,,,,,,
2017-03-28,19833,19833,19923,19923,3107,3107,19833,19923,3107,19833,3107,19923,19833,3107,19923,328901,2220,5039,,,,,,,,,,,,,,,
2017-03-29,19869,19869,20177,20177,3107,3107,19869,20177,3107,19869,3107,20177,19869,3107,20177,276227,13141,2421,,,,,,,,,,,,,,,
2017-03-30,19838,19838,20158,20158,3083,3083,19838,20158,3083,19838,3083,20158,19838,3083,20158,251597,10993,21141,,,,,,,,,,,,,,,
2017-03-31,19869,19869,20158,20158,3102,3102,19869,20158,3102,19869,3102,20158,19869,3102,20158,196443,2235,5128,,,,,,,,,,,,,,,
2017-04-03,19896,19896,20589,20589,3044,3044,19896,20589,3044,19896,3044,20589,19896,3044,20589,285496,4905,5472,,,,,,,,,,,,,,,
2017-04-04,19805,19805,20695,20695,3039,3039,19805,20695,3039,19805,3039,20695,19805,3039,20695,585530,14383,1905,,,,,,,,,,,,,,,
2017-04-05,19842,19842,20569,20569,3014,3014,19842,20569,3014,19842,3014,20569,19842,3014,20569,260052,7211,4598,,,,,,,,,,,,,,,
2017-04-06,19683,19683,20453,20453,3019,3019,19683,20453,3019,19683,3019,20453,19683,3019,20453,660136,731,4964,,,,,,,,,,,,,,,
2017-04-07,19706,19706,20607,20607,3044,3044,19706,20607,3044,19706,3044,20607,19706,3044,20607,280018,978,517,,,,,,,,,,,,,,,
2017-04-10,19599,19599,20255,20255,2980,2980,19599,20255,2980,19599,2980,20255,19599,2980,20255,659278,4548,127022,,,,,,,,,,,,,,,
2017-04-11,19526,19526,20357,20357,3019,3019,19526,20357,3019,19526,3019,20357,19526,3019,20357,206416,6476,900,,,,,,,,,,,,,,,
2017-04-12,19541,19541,20448,20448,3054,3054,19541,20448,3054,19541,3054,20448,19541,3054,20448,1675130,29974,15424,,,,,,,,,,,,,,,
2017-04-13,19693,19693,20482,20482,3054,3054,19693,20482,3054,19693,3054,20482,19693,3054,20482,1446502,9168,4414,,,,,,,,,,,,,,,
2017-04-14,19619,19619,20380,20380,3014,3014,19619,20380,3014,19619,3014,20380,19619,3014,20380,1809849,1829,3768,,,,,,,,,,,,,,,
2017-04-17,19634,19634,20602,20602,3059,3059,19634,20602,3059,19634,3059,20602,19634,3059,20602,278797,921,5633,,,,,,,,,,,,,,,
2017-04-18,19755,19755,21090,21090,3039,3039,19755,21090,3039,19755,3039,21090,19755,3039,21090,11215,3216,5379,,,,,,,,,,,,,,,
2017-04-19,19652,19652,21060,21060,2990,2990,19652,21060,2990,19652,2990,21060,19652,2990,21060,1158,40800,2772,,,,,,,,,,,,,,,
2017-04-20,19731,19731,21047,21047,3019,3019,19731,21047,3019,19731,3019,21047,19731,3019,21047,2119,3749,2242,,,,,,,,,,,,,,,
2017-04-21,19872,19872,21090,21090,3073,3073,19872,21090,3073,19872,3073,21090,19872,3073,21090,68295,1830,3840,,,,,,,,,,,,,,,
2017-04-24,19960,19960,20989,20989,3078,3078,19960,20989,3078,19960,3078,20989,19960,3078,20989,3969,2992,1016,,,,,,,,,,,,,,,
2017-04-25,20159,20159,21138,21138,3112,3112,20159,21138,3112,20159,3112,21138,20159,3112,21138,14184,9273,2609,,,,,,,,,,,,,,,
2017-04-26,20271,20271,21500,21500,3127,3127,20271,21500,3127,20271,3127,21500,20271,3127,21500,4660,14638,58545,,,,,,,,,,,,,,,
2017-04-27,20300,20300,21315,21315,3132,3132,20300,21315,3132,20300,3132,21315,20300,3132,21315,10597,6842,5891,,,,,,,,,,,,,,,
2017-04-28,20257,20257,21384,21384,3092,3092,20257,21384,3092,20257,3092,21384,20257,3092,21384,73783,3284,3321,,,,,,,,,,,,,,,
2017-05-02,20382,20382,21606,21606,3092,3092,20382,21606,3092,20382,3092,21606,20382,3092,21606,32129,11021,7827,,,,,,,,,,,,,,,
2017-05-04,20578,20578,21897,21897,3172,3172,20578,21897,3172,20578,3172,21897,20578,3172,21897,91726,5763,29922,,,,,,,,,,,,,,,
2017-05-08,20969,20969,22173,22173,3172,3172,20969,22173,3172,20969,3172,22173,20969,3172,22173,8209,4053,6990,,,,,,,,,,,,,,,
2017-05-10,20877,20877,21974,21974,3172,3172,20877,21974,3172,20877,3172,21974,20877,3172,21974,7360,16384,11127,,,,,,,,,,,,,,,
2017-05-11,21032,21032,22429,22429,3182,3182,21032,22429,3182,21032,3182,22429,21032,3182,22429,146797,40680,5533,,,,,,,,,,,,,,,
2017-05-12,21037,21037,22246,22246,3212,3212,21037,22246,3212,21037,3212,22246,21037,3212,22246,31244,4147,6718,,,,,,,,,,,,,,,
2017-05-15,21106,21106,22429,22429,3192,3192,21106,22429,3192,21106,3192,22429,21106,3192,22429,7779,3174,7423,,,,,,,,,,,,,,,
2017-05-16,21062,21062,22046,22046,3260,3260,21062,22046,3260,21062,3260,22046,21062,3260,22046,192592,12694,5799,,,,,,,,,,,,,,,
2017-05-17,21092,21092,22032,22032,3270,3270,21092,22032,3270,21092,3270,22032,21092,3270,22032,174976,2716,1924,,,,,,,,,,,,,,,
2017-05-18,21074,21074,22178,22178,3260,3260,21074,22178,3260,21074,3260,22178,21074,3260,22178,625342,7577,2099,,,,,,,,,,,,,,,
2017-05-19,21047,21047,22036,22036,3275,3275,21047,22036,3275,21047,3275,22036,21047,3275,22036,107393,12032,35121,,,,,,,,,,,,,,,
2017-05-22,21190,21190,22284,22284,3305,3305,21190,22284,3305,21190,3305,22284,21190,3305,22284,5775,2771,21379,,,,,,,,,,,,,,,
2017-05-23,21267,21267,22217,22217,3325,3325,21267,22217,3325,21267,3325,22217,21267,3325,22217,59212,6082,20591,,,,,,,,,,,,,,,
2017-05-24,21340,21340,22237,22237,3385,3385,21340,22237,3385,21340,3385,22237,21340,3385,22237,112261,2338,15014,,,,,,,,,,,,,,,
2017-05-25,21583,21583,22056,22056,3433,3433,21583,22056,3433,21583,3433,22056,21583,3433,22056,12806,6745,29869,,,,,,,,,,,,,,,
2017-05-26,21689,21689,22227,22227,3463,3463,21689,22227,3463,21689,3463,22227,21689,3463,22227,22880,4745,19157,,,,,,,,,,,,,,,
2017-05-29,21679,21679,22449,22449,3413,3413,21679,22449,3413,21679,3413,22449,21679,3413,22449,38955,10342,11610,,,,,,,,,,,,,,,
2017-05-30,21606,21606,22662,22662,3443,3443,21606,22662,3443,21606,3443,22662,21606,3443,22662,232509,10526,49163,,,,,,,,,,,,,,,
2017-05-31,21634,21634,22644,22644,3477,3477,21634,22644,3477,21634,3477,22644,21634,3477,22644,62185,10278,7844,,,,,,,,,,,,,,,
2017-06-01,21611,21611,22634,22634,3458,3458,21611,22634,3458,21611,3458,22634,21611,3458,22634,132282,144753,196614,,,,,,,,,,,,,,,
2017-06-02,21822,21822,22963,22963,3552,3552,21822,22963,3552,21822,3552,22963,21822,3552,22963,37730,5662,69231,,,,,,,,,,,,,,,
2017-06-05,21826,21826,22749,22749,3532,3532,21826,22749,3532,21826,3532,22749,21826,3532,22749,8255,8728,11699,,,,,,,,,,,,,,,
2017-06-07,21749,21749,22939,22939,3606,3606,21749,22939,3606,21749,3606,22939,21749,3606,22939,362621,11458,53918,,,,,,,,,,,,,,,
2017-06-08,21775,21775,23405,23405,3586,3586,21775,23405,3586,21775,3586,23405,21775,3586,23405,73024,13528,33135,,,,,,,,,,,,,,,
2017-06-09,21946,21946,23786,23786,3601,3601,21946,23786,3601,21946,3601,23786,21946,3601,23786,5265,19072,6913,,,,,,,,,,,,,,,
2017-06-12,21730,21730,23108,23108,3561,3561,21730,23108,3561,21730,3561,23108,21730,3561,23108,13805,19783,16941,,,,,,,,,,,,,,,
2017-06-13,21882,21882,23336,23336,3626,3626,21882,23336,3626,21882,3626,23336,21882,3626,23336,3893,8698,19901,,,,,,,,,,,,,,,
2017-06-14,21835,21835,23467,23467,3650,3650,21835,23467,3650,21835,3650,23467,21835,3650,23467,3173,25251,29345,,,,,,,,,,,,,,,
2017-06-15,21763,21763,23457,23457,3616,3616,21763,23457,3616,21763,3616,23457,21763,3616,23457,5803,45807,31945,,,,,,,,,,,,,,,
2017-06-16,21698,21698,23486,23486,3631,3631,21698,23486,3631,21698,3631,23486,21698,3631,23486,65110,32420,14323,,,,,,,,,,,,,,,
2017-06-19,21822,21822,24112,24112,3665,3665,21822,24112,3665,21822,3665,24112,21822,3665,24112,5434,42121,10298,,,,,,,,,,,,,,,
2017-06-20,21795,21795,23888,23888,3601,3601,21795,23888,3601,21795,3601,23888,21795,3601,23888,4787,16477,13020,,,,,,,,,,,,,,,
2017-06-21,21675,21675,23748,23748,3616,3616,21675,23748,3616,21675,3616,23748,21675,3616,23748,5231,19133,20963,,,,,,,,,,,,,,,
2017-06-22,21813,21813,23782,23782,3621,3621,21813,23782,3621,21813,3621,23782,21813,3621,23782,3669,22778,22538,,,,,,,,,,,,,,,
2017-06-23,21813,21813,24077,24077,3626,3626,21813,24077,3626,21813,3626,24077,21813,3626,24077,9401,11051,5506,,,,,,,,,,,,,,,
2017-06-26,22014,22014,24842,24842,3611,3611,22014,24842,3611,22014,3611,24842,22014,3611,24842,116111,27813,5277,,,,,,,,,,,,,,,
2017-06-27,22028,22028,25167,25167,3626,3626,22028,25167,3626,22028,3626,25167,22028,3626,25167,113034,39116,9886,,,,,,,,,,,,,,,
2017-06-28,21955,21955,24731,24731,3621,3621,21955,24731,3621,21955,3621,24731,21955,3621,24731,111468,26345,3566,,,,,,,,,,,,,,,
2017-06-29,22011,22011,24929,24929,3660,3660,22011,24929,3660,22011,3660,24929,22011,3660,24929,212889,36844,30236,,,,,,,,,,,,,,,
2017-06-30,22042,22042,24775,24775,3665,3665,22042,24775,3665,22042,3665,24775,22042,3665,24775,203634,30524,7759,,,,,,,,,,,,,,,
2017-07-03,22023,22023,24117,24117,3616,3616,22023,24117,3616,22023,3616,24117,22023,3616,24117,251306,80967,322213,,,,,,,,,,,,,,,
2017-07-04,21946,21946,23850,23850,3547,3547,21946,23850,3547,21946,3547,23850,21946,3547,23850,260597,101662,21996,,,,,,,,,,,,,,,
2017-07-05,22006,22006,24514,24514,3571,3571,22006,24514,3571,22006,3571,24514,22006,3571,24514,266092,60967,23596,,,,,,,,,,,,,,,
2017-07-06,21983,21983,24596,24596,3547,3547,21983,24596,3547,21983,3547,24596,21983,3547,24596,339831,19550,11423,,,,,,,,,,,,,,,
2017-07-07,21937,21937,24450,24450,3527,3527,21937,24450,3527,21937,3527,24450,21937,3527,24450,272906,7513,5442,,,,,,,,,,,,,,,
2017-07-10,21923,21923,24499,24499,3532,3532,21923,24499,3532,21923,3532,24499,21923,3532,24499,287271,7757,11229,,,,,,,,,,,,,,,
2017-07-11,22001,22001,24706,24706,3542,3542,22001,24706,3542,22001,3542,24706,22001,3542,24706,394217,10090,1378,,,,,,,,,,,,,,,
2017-07-12,22001,22001,24653,24653,3552,3552,22001,24653,3552,22001,3552,24653,22001,3552,24653,262089,8495,22673,,,,,,,,,,,,,,,
2017-07-13,22210,22210,25326,25326,3601,3601,22210,25326,3601,22210,3601,25326,22210,3601,25326,420017,43350,9160,,,,,,,,,,,,,,,
2017-07-14,22199,22199,25463,25463,3547,3547,22199,25463,3547,22199,3547,25463,22199,3547,25463,494243,21916,58511,,,,,,,,,,,,,,,
2017-07-17,22285,22285,25588,25588,3581,3581,22285,25588,3581,22285,3581,25588,22285,3581,25588,266599,18972,14252,,,,,,,,,,,,,,,
2017-07-18,22290,22290,25810,25810,3636,3636,22290,25810,3636,22290,3636,25810,22290,3636,25810,281192,9874,13327,,,,,,,,,,,,,,,
2017-07-19,22308,22308,26291,26291,3640,3640,22308,26291,3640,22308,3640,26291,22308,3640,26291,258338,13477,7149,,,,,,,,,,,,,,,
2017-07-20,22455,22455,26393,26393,3626,3626,22455,26393,3626,22455,3626,26393,22455,3626,26393,262038,24593,306186,,,,,,,,,,,,,,,
2017-07-21,22492,22492,26286,26286,3566,3566,22492,26286,3566,22492,3566,26286,22492,3566,26286,408847,22143,51399,,,,,,,,,,,,,,,
2017-07-24,22505,22505,26586,26586,3586,3586,22505,26586,3586,22505,3586,26586,22505,3586,26586,461299,17924,2461,,,,,,,,,,,,,,,
2017-07-25,22446,22446,25729,25729,3517,3517,22446,25729,3517,22446,3517,25729,22446,3517,25729,269792,34684,28096,,,,,,,,,,,,,,,
2017-07-26,22404,22404,25060,25060,3463,3463,22404,25060,3463,22404,3463,25060,22404,3463,25060,621232,31900,28886,,,,,,,,,,,,,,,
2017-07-27,22459,22459,25376,25376,3522,3522,22459,25376,3522,22459,3522,25376,22459,3522,25376,564119,30102,774,,,,,,,,,,,,,,,
2017-07-28,22129,22129,24266,24266,3517,3517,22129,24266,3517,22129,3517,24266,22129,3517,24266,661690,134122,2066,,,,,,,,,,,,,,,
2017-07-31,22116,22116,24567,24567,3492,3492,22116,24567,3492,22116,3492,24567,22116,3492,24567,849014,42023,4970,,,,,,,,,,,,,,,
2017-08-01,22304,22304,24344,24344,3502,3502,22304,24344,3502,22304,3502,24344,22304,3502,24344,651143,95653,449324,,,,,,,,,,,,,,,
2017-08-02,22377,22377,24906,24906,3542,3542,22377,24906,3542,22377,3542,24906,22377,3542,24906,594749,19220,5620,,,,,,,,,,,,,,,
2017-08-03,21968,21968,23860,23860,3472,3472,21968,23860,3472,21968,3472,23860,21968,3472,23860,676798,23078,5089,,,,,,,,,,,,,,,
2017-08-04,22014,22014,23674,23674,3542,3542,22014,23674,3542,22014,3542,23674,22014,3542,23674,394782,17874,7753,,,,,,,,,,,,,,,
2017-08-07,22061,22061,23777,23777,3532,3532,22061,23777,3532,22061,3532,23777,22061,3532,23777,465500,9872,10344,,,,,,,,,,,,,,,
2017-08-08,22001,22001,24290,24290,3566,3566,22001,24290,3566,22001,3566,24290,22001,3566,24290,495985,20297,280176,,,,,,,,,,,,,,,
2017-08-09,21840,21840,23704,23704,3547,3547,21840,23704,3547,21840,3547,23704,21840,3547,23704,367666,12661,8635,,,,,,,,,,,,,,,
2017-08-10,21712,21712,23607,23607,3566,3566,21712,23607,3566,21712,3566,23607,21712,3566,23607,591304,39471,15957,,,,,,,,,,,,,,,
2017-08-11,21382,21382,22914,22914,3482,3482,21382,22914,3482,21382,3482,22914,21382,3482,22914,734142,27509,16450,,,,,,,,,,,,,,,
2017-08-14,21510,21510,23515,23515,3482,3482,21510,23515,3482,21510,3482,23515,21510,3482,23515,372900,59725,5515,,,,,,,,,,,,,,,
2017-08-16,21625,21625,23796,23796,3497,3497,21625,23796,3497,21625,3497,23796,21625,3497,23796,620635,13128,3653,,,,,,,,,,,,,,,
2017-08-17,21763,21763,24082,24082,3512,3512,21763,24082,3512,21763,3512,24082,21763,3512,24082,356713,5538,1644,,,,,,,,,,,,,,,
2017-08-18,21734,21734,24271,24271,3477,3477,21734,24271,3477,21734,3477,24271,21734,3477,24271,326264,28725,10802,,,,,,,,,,,,,,,
2017-08-21,21698,21698,24213,24213,3428,3428,21698,24213,3428,21698,3428,24213,21698,3428,24213,356924,9814,60797,,,,,,,,,,,,,,,
2017-08-22,21754,21754,24339,24339,3438,3438,21754,24339,3438,21754,3438,24339,21754,3438,24339,371635,7315,2765,,,,,,,,,,,,,,,
2017-08-23,21775,21775,24514,24514,3423,3423,21775,24514,3423,21775,3423,24514,21775,3423,24514,340936,7680,2223,,,,,,,,,,,,,,,
2017-08-24,21822,21822,24514,24514,3413,3413,21822,24514,3413,21822,3413,24514,21822,3413,24514,494297,56402,24604,,,,,,,,,,,,,,,
2017-08-25,21845,21845,24582,24582,3423,3423,21845,24582,3423,21845,3423,24582,21845,3423,24582,386213,10890,471,,,,,,,,,,,,,,,
2017-08-28,21817,21817,24358,24358,3408,3408,21817,24358,3408,21817,3408,24358,21817,3408,24358,497208,2938,2412,,,,,,,,,,,,,,,
2017-08-29,21694,21694,24251,24251,3399,3399,21694,24251,3399,21694,3399,24251,21694,3399,24251,359503,4588,1848,,,,,,,,,,,,,,,
2017-08-30,21765,21765,24416,24416,3423,3423,21765,24416,3423,21765,3423,24416,21765,3423,24416,454696,5290,1931,,,,,,,,,,,,,,,
2017-08-31,21749,21749,24614,24614,3408,3408,21749,24614,3408,21749,3408,24614,21749,3408,24614,608856,4353,1132,,,,,,,,,,,,,,,
2017-09-01,21642,21642,24856,24856,3375,3375,21642,24856,3375,21642,3375,24856,21642,3375,24856,515677,49628,593173,,,,,,,,,,,,,,,
2017-09-04,21446,21446,24309,24309,3305,3305,21446,24309,3305,21446,3305,24309,21446,3305,24309,562319,11157,1872,,,,,,,,,,,,,,,
2017-09-05,21427,21427,24396,24396,3325,3325,21427,24396,3325,21427,3325,24396,21427,3325,24396,482436,18688,8799,,,,,,,,,,,,,,,
2017-09-06,21372,21372,24711,24711,3300,3300,21372,24711,3300,21372,3300,24711,21372,3300,24711,337788,6853,5308,,,,,,,,,,,,,,,
2017-09-07,21533,21533,24934,24934,3330,3330,21533,24934,3330,21533,3330,24934,21533,3330,24934,572987,13925,782,,,,,,,,,,,,,,,
2017-09-08,21502,21502,24994,24994,3300,3300,21502,24994,3300,21502,3300,24994,21502,3300,24994,314724,28217,3302,,,,,,,,,,,,,,,
2017-09-11,21694,21694,25356,25356,3365,3365,21694,25356,3365,21694,3365,25356,21694,3365,25356,217775,12169,10453,,,,,,,,,,,,,,,
2017-09-12,21744,21744,25791,25791,3355,3355,21744,25791,3355,21744,3355,25791,21744,3355,25791,158862,57831,3100,,,,,,,,,,,,,,,
2017-09-13,21770,21770,26034,26034,3345,3345,21770,26034,3345,21770,3345,26034,21770,3345,26034,168528,112616,1392,,,,,,,,,,,,,,,
2017-09-14,21799,21799,26251,26251,3280,3280,21799,26251,3280,21799,3280,26251,21799,3280,26251,166117,10921,12769,,,,,,,,,,,,,,,
2017-09-15,21927,21927,26306,26306,3265,3265,21927,26306,3265,21927,3265,26306,21927,3265,26306,174272,6400,10420,,,,,,,,,,,,,,,
2017-09-18,22225,22225,26553,26553,3260,3260,22225,26553,3260,22225,3260,26553,22225,3260,26553,187233,12390,14507,,,,,,,,,,,,,,,
2017-09-19,22194,22194,26296,26296,3300,3300,22194,26296,3300,22194,3300,26296,22194,3300,26296,161350,30517,328863,,,,,,,,,,,,,,,
2017-09-20,22134,22134,26161,26161,3275,3275,22134,26161,3275,22134,3275,26161,22134,3275,26161,167385,28059,1513,,,,,,,,,,,,,,,
2017-09-21,22199,22199,26039,26039,3187,3187,22199,26039,3187,22199,3187,26039,22199,3187,26039,187623,12956,381967,,,,,,,,,,,,,,,
2017-09-22,21923,21923,25705,25705,3137,3137,21923,25705,3137,21923,3137,25705,21923,3137,25705,383974,13521,4199,,,,,,,,,,,,,,,
