Date,lstmkospi,grukospi,lstmsemi,grusemi,lstmlog,grulog,arimakospi,arimasemi,arimalog,fbkospi,fblog,fbsemi,nukospi,nulog,nusemi,kospivol,semivol,logvol,P_lstmkospi,P_grukospi,P_lstmsemi,P_grusemi,P_lstmlog,P_grulog,P_arimakospi,P_arimasemi,P_arimalog,P_fbkospi,P_fblog,P_fbsemi,P_nukospi,P_nulog,P_nusemi
2018-06-21,21830,21830,24591,24591,2688,2688,21830,24591,2688,21830,2688,24591,21830,2688,24591,69556,1468,38075,,,,,,,,,,,,,,,
2018-06-22,22004,22004,24702,24702,2713,2713,22004,24702,2713,22004,2713,24702,22004,2713,24702,495580,7419,16319,,,,,,,,,,,,,,,
2018-06-25,22021,22021,24357,24357,2762,2762,22021,24357,2762,22021,2762,24357,22021,2762,24357,152715,1225,34121,,,,,,,,,,,,,,,
2018-06-26,21956,21956,24245,24245,2723,2723,21956,24245,2723,21956,2723,24245,21956,2723,24245,46634,2582,22851,,,,,,,,,,,,,,,
2018-06-27,21873,21873,24061,24061,2658,2658,21873,24061,2658,21873,2658,24061,21873,2658,24061,6068,3170,121320,,,,,,,,,,,,,,,
2018-06-28,21588,21588,23491,23491,2618,2618,21588,23491,2618,21588,2618,23491,21588,2618,23491,9125,3715,37152,,,,,,,,,,,,,,,
2018-06-29,21765,21765,23725,23725,2678,2678,21765,23725,2678,21765,2678,23725,21765,2678,23725,22779,4838,25859,,,,,,,,,,,,,,,
2018-07-02,21258,21258,22898,22898,2564,2564,21258,22898,2564,21258,2564,22898,21258,2564,22898,163433,59413,13923,,,,,,,,,,,,,,,
2018-07-03,21272,21272,23380,23380,2574,2574,21272,23380,2574,21272,2574,23380,21272,2574,23380,14968,9361,4899,,,,,,,,,,,,,,,
2018-07-04,21193,21193,23395,23395,2599,2599,21193,23395,2599,21193,2599,23395,21193,2599,23395,18817,2453,19723,,,,,,,,,,,,,,,
2018-07-05,21124,21124,23525,23525,2599,2599,21124,23525,2599,21124,2599,23525,21124,2599,23525,250471,1502,7988,,,,,,,,,,,,,,,
2018-07-06,21272,21272,23837,23837,2638,2638,21272,23837,2638,21272,2638,23837,21272,2638,23837,35699,5254,46759,,,,,,,,,,,,,,,
2018-07-09,21388,21388,24139,24139,2628,2628,21388,24139,2628,21388,2628,24139,21388,2628,24139,16933,5190,51061,,,,,,,,,,,,,,,
2018-07-10,21463,21463,24303,24303,2668,2668,21463,24303,2668,21463,2668,24303,21463,2668,24303,5411,21536,42508,,,,,,,,,,,,,,,
2018-07-11,21316,21316,24177,24177,2658,2658,21316,24177,2658,21316,2658,24177,21316,2658,24177,874872,22859,57856,,,,,,,,,,,,,,,
2018-07-12,21384,21384,24377,24377,2663,2663,21384,24377,2663,21384,2663,24377,21384,2663,24377,225910,11136,2023,,,,,,,,,,,,,,,
2018-07-13,21613,21613,24844,24844,2713,2713,21613,24844,2713,21613,2713,24844,21613,2713,24844,80519,2332,10849,,,,,,,,,,,,,,,
2018-07-16,21528,21528,24800,24800,2733,2733,21528,24800,2733,21528,2733,24800,21528,2733,24800,5547,965,23341,,,,,,,,,,,,,,,
2018-07-17,21445,21445,24815,24815,2743,2743,21445,24815,2743,21445,2743,24815,21445,2743,24815,4349,3662,37366,,,,,,,,,,,,,,,
2018-07-18,21408,21408,24903,24903,2708,2708,21408,24903,2708,21408,2708,24903,21408,2708,24903,64412,3194,4662,,,,,,,,,,,,,,,
2018-07-19,21306,21306,24903,24903,2668,2668,21306,24903,2668,21306,2668,24903,21306,2668,24903,68822,2127,26140,,,,,,,,,,,,,,,
2018-07-20,21413,21413,24440,24440,2688,2688,21413,24440,2688,21413,2688,24440,21413,2688,24440,145042,493,4883,,,,,,,,,,,,,,,
2018-07-23,21161,21161,23131,23131,2668,2668,21161,23131,2668,21161,2668,23131,21161,2668,23131,1898130,7884,9098,,,,,,,,,,,,,,,
2018-07-24,21337,21337,23486,23486,2668,2668,21337,23486,2668,21337,2668,23486,21337,2668,23486,150873,8158,1263,,,,,,,,,,,,,,,
2018-07-25,21258,21258,22971,22971,2673,2673,21258,22971,2673,21258,2673,22971,21258,2673,22971,13058,4060,2258,,,,,,,,,,,,,,,
2018-07-26,21357,21357,23652,23652,2723,2723,21357,23652,2723,21357,2723,23652,21357,2723,23652,5195,3939,2327,,,,,,,,,,,,,,,
2018-07-27,21454,21454,24494,24494,2728,2728,21454,24494,2728,21454,2728,24494,21454,2728,24494,78932,11963,19493,,,,,,,,,,,,,,,
2018-07-30,21436,21436,24425,24425,2757,2757,21436,24425,2757,21436,2757,24425,21436,2757,24425,53868,3542,28060,,,,,,,,,,,,,,,
2018-07-31,21426,21426,24474,24474,2767,2767,21426,24474,2767,21426,2767,24474,21426,2767,24474,4797,8440,9313,,,,,,,,,,,,,,,
2018-08-01,21574,21574,24611,24611,2791,2791,21574,24611,2791,21574,2791,24611,21574,2791,24611,14064,9213,18731,,,,,,,,,,,,,,,
2018-08-02,21222,21222,24182,24182,2738,2738,21222,24182,2738,21222,2738,24182,21222,2738,24182,130666,881,4979,,,,,,,,,,,,,,,
2018-08-03,21393,21393,24231,24231,2767,2767,21393,24231,2767,21393,2767,24231,21393,2767,24231,76781,936,3839,,,,,,,,,,,,,,,
2018-08-06,21388,21388,23680,23680,2748,2748,21388,23680,2748,21388,2748,23680,21388,2748,23680,2337434,837,510,,,,,,,,,,,,,,,
2018-08-07,21506,21506,23871,23871,2771,2771,21506,23871,2771,21506,2771,23871,21506,2771,23871,51138,782,3308,,,,,,,,,,,,,,,
2018-08-08,21518,21518,23842,23842,2743,2743,21518,23842,2743,21518,2743,23842,21518,2743,23842,5010,2029,3311,,,,,,,,,,,,,,,
2018-08-09,21552,21552,23618,23618,2738,2738,21552,23618,2738,21552,2738,23618,21552,2738,23618,332852,257,1227,,,,,,,,,,,,,,,
2018-08-10,21352,21352,23088,23088,2718,2718,21352,23088,2718,21352,2718,23088,21352,2718,23088,4526,15059,3721,,,,,,,,,,,,,,,
2018-08-13,20984,20984,22406,22406,2648,2648,20984,22406,2648,20984,2648,22406,20984,2648,22406,121171,2682,3422,,,,,,,,,,,,,,,
2018-08-14,21132,21132,22465,22465,2668,2668,21132,22465,2668,21132,2668,22465,21132,2668,22465,139055,1994,1476,,,,,,,,,,,,,,,
2018-08-16,20961,20961,22387,22387,2678,2678,20961,22387,2678,20961,2678,22387,20961,2678,22387,174193,4225,4108,,,,,,,,,,,,,,,
2018-08-17,21007,21007,22207,22207,2713,2713,21007,22207,2713,21007,2713,22207,21007,2713,22207,183752,6730,1843,,,,,,,,,,,,,,,
2018-08-20,21025,21025,22012,22012,2723,2723,21025,22012,2723,21025,2723,22012,21025,2723,22012,41304,866,264,,,,,,,,,,,,,,,
2018-08-21,21217,21217,22722,22722,2728,2728,21217,22722,2728,21217,2728,22722,21217,2728,22722,3946,4323,23909,,,,,,,,,,,,,,,
2018-08-22,21236,21236,22636,22636,2738,2738,21236,22636,2738,21236,2738,22636,21236,2738,22636,3060,676,22539,,,,,,,,,,,,,,,
2018-08-23,21342,21342,22621,22621,2723,2723,21342,22621,2723,21342,2723,22621,21342,2723,22621,39937,257,2348,,,,,,,,,,,,,,,
2018-08-24,21413,21413,22704,22704,2728,2728,21413,22704,2728,21413,2728,22704,21413,2728,22704,81335,4561,3292,,,,,,,,,,,,,,,
2018-08-27,21492,21492,23044,23044,2728,2728,21492,23044,2728,21492,2728,23044,21492,2728,23044,21314,5219,10841,,,,,,,,,,,,,,,
2018-08-28,21482,21482,22990,22990,2738,2738,21482,22990,2738,21482,2738,22990,21482,2738,22990,45593,20220,6825,,,,,,,,,,,,,,,
2018-08-29,21571,21571,23296,23296,2708,2708,21571,23296,2708,21571,2708,23296,21571,2708,23296,19442,54444,9091,,,,,,,,,,,,,,,
2018-08-30,21533,21533,23296,23296,2703,2703,21533,23296,2703,21533,2703,23296,21533,2703,23296,29767,2832,4985,,,,,,,,,,,,,,,
2018-08-31,21715,21715,23539,23539,2698,2698,21715,23539,2698,21715,2698,23539,21715,2698,23539,401574,5629,18246,,,,,,,,,,,,,,,
2018-09-03,21562,21562,23486,23486,2668,2668,21562,23486,2668,21562,2668,23486,21562,2668,23486,3630,1159,15116,,,,,,,,,,,,,,,
2018-09-04,21593,21593,23520,23520,2653,2653,21593,23520,2653,21593,2653,23520,21593,2653,23520,72140,6078,57416,,,,,,,,,,,,,,,
2018-09-05,21417,21417,23375,23375,2658,2658,21417,23375,2658,21417,2658,23375,21417,2658,23375,18291,48746,5503,,,,,,,,,,,,,,,
2018-09-06,21375,21375,23136,23136,2698,2698,21375,23136,2698,21375,2698,23136,21375,2698,23136,56898,12016,27857,,,,,,,,,,,,,,,
2018-09-07,21320,21320,22532,22532,2757,2757,21320,22532,2757,21320,2757,22532,21320,2757,22532,1637,3393,10038,,,,,,,,,,,,,,,
2018-09-10,21398,21398,22601,22601,2752,2752,21398,22601,2752,21398,2752,22601,21398,2752,22601,84716,1945,21520,,,,,,,,,,,,,,,
2018-09-11,21332,21332,22606,22606,2743,2743,21332,22606,2743,21332,2743,22606,21332,2743,22606,102253,1504,27121,,,,,,,,,,,,,,,
2018-09-12,21301,21301,22411,22411,2752,2752,21301,22411,2752,21301,2752,22411,21301,2752,22411,32137,6466,13116,,,,,,,,,,,,,,,
2018-09-13,21316,21316,22217,22217,2786,2786,21316,22217,2786,21316,2786,22217,21316,2786,22217,31512,2689,33489,,,,,,,,,,,,,,,
2018-09-14,21632,21632,22504,22504,2821,2821,21632,22504,2821,21632,2821,22504,21632,2821,22504,115452,3525,18232,,,,,,,,,,,,,,,
2018-09-17,21528,21528,22212,22212,2806,2806,21528,22212,2806,21528,2806,22212,21528,2806,22212,11968,2261,5250,,,,,,,,,,,,,,,
2018-09-18,21588,21588,22237,22237,2801,2801,21588,22237,2801,21588,2801,22237,21588,2801,22237,81508,2704,31123,,,,,,,,,,,,,,,
2018-09-19,21584,21584,22188,22188,2791,2791,21584,22188,2791,21584,2791,22188,21584,2791,22188,29700,8503,33031,,,,,,,,,,,,,,,
2018-09-20,21723,21723,22095,22095,2791,2791,21723,22095,2791,21723,2791,22095,21723,2791,22095,95963,3938,3954,,,,,,,,,,,,,,,
2018-09-21,21868,21868,21895,21895,2821,2821,21868,21895,2821,21868,2821,21895,21868,2821,21895,1101165,2402,1113,,,,,,,,,,,,,,,
2018-09-27,22069,22069,21760,21760,2806,2806,22069,21760,2806,22069,2806,21760,22069,2806,21760,197156,8246,12701,,,,,,,,,,,,,,,
2018-09-28,21956,21956,21560,21560,2836,2836,21956,21560,2836,21956,2836,21560,21956,2836,21560,135380,4531,32621,,,,,,,,,,,,,,,
2018-10-01,21905,21905,21443,21443,2801,2801,21905,21443,2801,21905,2801,21443,21905,2801,21443,238255,15162,799,,,,,,,,,,,,,,,
2018-10-02,21622,21622,21010,21010,2786,2786,21622,21010,2786,21622,2786,21010,21622,2786,21010,118476,33245,942,,,,,,,,,,,,,,,
2018-10-04,21311,21311,20654,20654,2723,2723,21311,20654,2723,21311,2723,20654,21311,2723,20654,338427,8157,14160,,,,,,,,,,,,,,,
2018-10-05,21245,21245,20310,20310,2743,2743,21245,20310,2743,21245,2743,20310,21245,2743,20310,598106,20834,61798,,,,,,,,,,,,,,,
2018-10-08,21110,21110,20280,20280,2718,2718,21110,20280,2718,21110,2718,20280,21110,2718,20280,407812,7703,20989,,,,,,,,,,,,,,,
2018-10-10,20900,20900,19803,19803,2643,2643,20900,19803,2643,20900,2643,19803,20900,2643,19803,507881,21575,17458,,,,,,,,,,,,,,,
2018-10-11,19997,19997,18781,18781,2519,2519,19997,18781,2519,19997,2519,18781,19997,2519,18781,149076,65047,19418,,,,,,,,,,,,,,,
2018-10-12,20258,20258,19394,19394,2549,2549,20258,19394,2549,20258,2549,19394,20258,2549,19394,1198733,54347,11051,,,,,,,,,,,,,,,
2018-10-15,20095,20095,18994,18994,2579,2579,20095,18994,2579,20095,2579,18994,20095,2579,18994,281936,1866,1308,,,,,,,,,,,,,,,
2018-10-16,20049,20049,19487,19487,2569,2569,20049,19487,2569,20049,2569,19487,20049,2569,19487,132664,4628,4861,,,,,,,,,,,,,,,
2018-10-17,20310,20310,19853,19853,2604,2604,20310,19853,2604,20310,2604,19853,20310,2604,19853,118593,2204,1457,,,,,,,,,,,,,,,
2018-10-18,20110,20110,19575,19575,2589,2589,20110,19575,2589,20110,2589,19575,20110,2589,19575,59917,1581,1214,,,,,,,,,,,,,,,
2018-10-19,20151,20151,19900,19900,2653,2653,20151,19900,2653,20151,2653,19900,20151,2653,19900,579017,14331,18058,,,,,,,,,,,,,,,
2018-10-22,20253,20253,19740,19740,2643,2643,20253,19740,2643,20253,2643,19740,20253,2643,19740,9329,1306,28358,,,,,,,,,,,,,,,
2018-10-23,19672,19672,19113,19113,2564,2564,19672,19113,2564,19672,2564,19113,19672,2564,19113,179780,4818,16530,,,,,,,,,,,,,,,
2018-10-24,19598,19598,18879,18879,2599,2599,19598,18879,2599,19598,2599,18879,19598,2599,18879,446869,2387,3274,,,,,,,,,,,,,,,
2018-10-25,19333,19333,18461,18461,2554,2554,19333,18461,2554,19333,2554,18461,19333,2554,18461,750117,18065,4657,,,,,,,,,,,,,,,
2018-10-26,19016,19016,18377,18377,2490,2490,19016,18377,2490,19016,2490,18377,19016,2490,18377,268148,10352,53513,,,,,,,,,,,,,,,
2018-10-29,18705,18705,18086,18086,2406,2406,18705,18086,2406,18705,2406,18086,18705,2406,18086,362495,7953,22027,,,,,,,,,,,,,,,
2018-10-30,18896,18896,18757,18757,2441,2441,18896,18757,2441,18896,2441,18757,18896,2441,18757,586226,8639,2044,,,,,,,,,,,,,,,
2018-10-31,19031,19031,18801,18801,2534,2534,19031,18801,2534,19031,2534,18801,19031,2534,18801,76441,3599,18966,,,,,,,,,,,,,,,
2018-11-01,18974,18974,18684,18684,2529,2529,18974,18684,2529,18974,2529,18684,18974,2529,18684,31682,1956,9852,,,,,,,,,,,,,,,
2018-11-02,19616,19616,19676,19676,2648,2648,19616,19676,2648,19616,2648,19676,19616,2648,19676,16954,91412,24472,,,,,,,,,,,,,,,
2018-11-05,19458,19458,19190,19190,2628,2628,19458,19190,2628,19458,2628,19190,19458,2628,19190,13462,84790,8543,,,,,,,,,,,,,,,
2018-11-06,19514,19514,19034,19034,2683,2683,19514,19034,2683,19514,2683,19034,19514,2683,19034,126919,4923,56142,,,,,,,,,,,,,,,
2018-11-07,19434,19434,18611,18611,2653,2653,19434,18611,2653,19434,2653,18611,19434,2653,18611,44719,9230,81765,,,,,,,,,,,,,,,
2018-11-08,19574,19574,19004,19004,2683,2683,19574,19004,2683,19574,2683,19004,19574,2683,19004,131980,6920,21987,,,,,,,,,,,,,,,
2018-11-09,19542,19542,19147,19147,2703,2703,19542,19147,2703,19542,2703,19147,19542,2703,19147,532968,968,23108,,,,,,,,,,,,,,,
2018-11-12,19499,19499,19292,19292,2643,2643,19499,19292,2643,19499,2643,19292,19499,2643,19292,129279,1856,2155,,,,,,,,,,,,,,,
2018-11-13,19407,19407,18761,18761,2653,2653,19407,18761,2653,19407,2653,18761,19407,2653,18761,408225,3387,4330,,,,,,,,,,,,,,,
2018-11-14,19369,19369,18489,18489,2733,2733,19369,18489,2733,19369,2733,18489,19369,2733,18489,8893,966,10338,,,,,,,,,,,,,,,
2018-11-15,19546,19546,18704,18704,2743,2743,19546,18704,2743,19546,2743,18704,19546,2743,18704,326300,5351,19482,,,,,,,,,,,,,,,
2018-11-16,19579,19579,18684,18684,2816,2816,19579,18684,2816,19579,2816,18684,19579,2816,18684,63550,454,29704,,,,,,,,,,,,,,,
2018-11-19,19686,19686,18670,18670,2781,2781,19686,18670,2781,19686,2781,18670,19686,2781,18670,636921,932,28962,,,,,,,,,,,,,,,
2018-11-20,19453,19453,17975,17975,2791,2791,19453,17975,2791,19453,2791,17975,19453,2791,17975,131248,4545,25657,,,,,,,,,,,,,,,
2018-11-21,19448,19448,18148,18148,2821,2821,19448,18148,2821,19448,2821,18148,19448,2821,18148,274140,5898,5785,,,,,,,,,,,,,,,
2018-11-22,19388,19388,18022,18022,2776,2776,19388,18022,2776,19388,2776,18022,19388,2776,18022,335642,3948,7739,,,,,,,,,,,,,,,
2018-11-23,19225,19225,17925,17925,2757,2757,19225,17925,2757,19225,2757,17925,19225,2757,17925,56134,3374,4339,,,,,,,,,,,,,,,
2018-11-26,19509,19509,18227,18227,2806,2806,19509,18227,2806,19509,2806,18227,19509,2806,18227,91394,1808,19405,,,,,,,,,,,,,,,
2018-11-27,19625,19625,18329,18329,2856,2856,19625,18329,2856,19625,2856,18329,19625,2856,18329,71866,905,12236,,,,,,,,,,,,,,,
2018-11-28,19742,19742,18557,18557,2821,2821,19742,18557,2821,19742,2821,18557,19742,2821,18557,149951,1404,18721,,,,,,,,,,,,,,,
2018-11-29,19750,19750,18475,18475,2881,2881,19750,18475,2881,19750,2881,18475,19750,2881,18475,232778,5855,30827,,,,,,,,,,,,,,,
2018-11-30,19649,19649,18319,18319,2896,2896,19649,18319,2896,19649,2896,18319,19649,2896,18319,10177,2456,23774,,,,,,,,,,,,,,,
2018-12-03,19915,19915,18665,18665,2881,2881,19915,18665,2881,19915,2881,18665,19915,2881,18665,591822,2464,45178,,,,,,,,,,,,,,,
2018-12-04,19745,19745,18427,18427,2881,2881,19745,18427,2881,19745,2881,18427,19745,2881,18427,254784,1677,16872,,,,,,,,,,,,,,,
2018-12-05,19691,19691,18178,18178,2861,2861,19691,18178,2861,19691,2861,18178,19691,2861,18178,381300,748,7970,,,,,,,,,,,,,,,
2018-12-06,19384,19384,17594,17594,2841,2841,19384,17594,2841,19384,2841,17594,19384,2841,17594,367901,38773,11652,,,,,,,,,,,,,,,
2018-12-07,19448,19448,17603,17603,2841,2841,19448,17603,2841,19448,2841,17603,19448,2841,17603,639864,1010,1239,,,,,,,,,,,,,,,
2018-12-10,19225,19225,16967,16967,2781,2781,19225,16967,2781,19225,2781,16967,19225,2781,16967,10508,43047,9493,,,,,,,,,,,,,,,
2018-12-11,19267,19267,16948,16948,2781,2781,19267,16948,2781,19267,2781,16948,19267,2781,16948,360442,1735,3089,,,,,,,,,,,,,,,
2018-12-12,19528,19528,17269,17269,2841,2841,19528,17269,2841,19528,2841,17269,19528,2841,17269,1185059,808,1673,,,,,,,,,,,,,,,
2018-12-13,19668,19668,17482,17482,2906,2906,19668,17482,2906,19668,2906,17482,19668,2906,17482,2114911,8654,15708,,,,,,,,,,,,,,,
2018-12-14,19384,19384,16869,16869,2896,2896,19384,16869,2896,19384,2896,16869,19384,2896,16869,1596531,14815,2524,,,,,,,,,,,,,,,
2018-12-17,19407,19407,16854,16854,2911,2911,19407,16854,2911,19407,2911,16854,19407,2911,16854,8928,3210,6742,,,,,,,,,,,,,,,
2018-12-18,19318,19318,16504,16504,2906,2906,19318,16504,2906,19318,2906,16504,19318,2906,16504,138094,8953,8578,,,,,,,,,,,,,,,
2018-12-19,19491,19491,16620,16620,2940,2940,19491,16620,2940,19491,2940,16620,19491,2940,16620,128165,2323,49190,,,,,,,,,,,,,,,
2018-12-20,19300,19300,16222,16222,2955,2955,19300,16222,2955,19300,2955,16222,19300,2955,16222,270124,65698,17417,,,,,,,,,,,,,,,
2018-12-21,19313,19313,16466,16466,2921,2921,19313,16466,2921,19313,2921,16466,19313,2921,16466,326114,2390,3894,,,,,,,,,,,,,,,
2018-12-24,19257,19257,16606,16606,2886,2886,19257,16606,2886,19257,2886,16606,19257,2886,16606,1486528,3841,1111,,,,,,,,,,,,,,,
2018-12-26,19011,19011,16325,16325,2861,2861,19011,16325,2861,19011,2861,16325,19011,2861,16325,1188572,1572,3906,,,,,,,,,,,,,,,
2018-12-27,19318,19318,16694,16694,2906,2906,19318,16694,2906,19318,2906,16694,19318,2906,16694,3150468,1569,28356,,,,,,,,,,,,,,,
2018-12-28,19448,19448,16913,16913,2906,2906,19448,16913,2906,19448,2906,16913,19448,2906,16913,767115,43919,496,,,,,,,,,,,,,,,
2019-01-02,19104,19104,16709,16709,2861,2861,19104,16709,2861,19104,2861,16709,19104,2861,16709,1322225,1674,67016,,,,,,,,,,,,,,,
2019-01-03,19002,19002,16042,16042,2851,2851,19002,16042,2851,19002,2851,16042,19002,2851,16042,577544,5306,8031,,,,,,,,,,,,,,,
2019-01-04,19096,19096,15716,15716,2876,2876,19096,15716,2876,19096,2876,15716,19096,2876,15716,2038065,6285,140326,,,,,,,,,,,,,,,
2019-01-07,19398,19398,16003,16003,2906,2906,19398,16003,2906,19398,2906,16003,19398,2906,16003,695687,2086,28790,,,,,,,,,,,,,,,
2019-01-08,19291,19291,16028,16028,2916,2916,19291,16028,2916,19291,2916,16028,19291,2916,16028,405243,9284,87346,,,,,,,,,,,,,,,
2019-01-09,19645,19645,16903,16903,2950,2950,19645,16903,2950,19645,2950,16903,19645,2950,16903,534806,9441,85828,,,,,,,,,,,,,,,
2019-01-10,19663,19663,17176,17176,2930,2930,19663,17176,2930,19663,2930,17176,19663,2930,17176,751147,16335,48842,,,,,,,,,,,,,,,
2019-01-11,19760,19760,17201,17201,2945,2945,19760,17201,2945,19760,2945,17201,19760,2945,17201,356863,7315,60607,,,,,,,,,,,,,,,
2019-01-14,19635,19635,16859,16859,2945,2945,19635,16859,2945,19635,2945,16859,19635,2945,16859,676765,14521,111572,,,,,,,,,,,,,,,
2019-01-15,19985,19985,17122,17122,3008,3008,19985,17122,3008,19985,3008,17122,19985,3008,17122,701416,1380,93199,,,,,,,,,,,,,,,
2019-01-16,20053,20053,17337,17337,3033,3033,20053,17337,3033,20053,3033,17337,20053,3033,17337,995869,4855,18127,,,,,,,,,,,,,,,
2019-01-17,19997,19997,17473,17473,3043,3043,19997,17473,3043,19997,3043,17473,19997,3043,17473,1120679,34759,16293,,,,,,,,,,,,,,,
2019-01-18,20231,20231,17560,17560,3063,3063,20231,17560,3063,20231,3063,17560,20231,3063,17560,733536,2511,18952,,,,,,,,,,,,,,,
2019-01-21,20212,20212,18106,18106,3028,3028,20212,18106,3028,20212,3028,18106,20212,3028,18106,538875,9548,11888,,,,,,,,,,,,,,,
2019-01-22,20110,20110,17955,17955,3013,3013,20110,17955,3013,20110,3013,17955,20110,3013,17955,538033,6303,35758,,,,,,,,,,,,,,,
2019-01-23,20258,20258,18022,18022,3028,3028,20258,18022,3028,20258,3028,18022,20258,3028,18022,503705,1575,7128,,,,,,,,,,,,,,,
2019-01-24,20407,20407,18471,18471,3043,3043,20407,18471,3043,20407,3043,18471,20407,3043,18471,1196141,10683,10408,,,,,,,,,,,,,,,
2019-01-25,20705,20705,19039,19039,2975,2975,20705,19039,2975,20705,2975,19039,20705,2975,19039,1148271,9843,40930,,,,,,,,,,,,,,,
2019-01-28,20719,20719,18990,18990,2975,2975,20719,18990,2975,20719,2975,18990,20719,2975,18990,999881,9586,28232,,,,,,,,,,,,,,,
2019-01-29,20854,20854,19336,19336,2998,2998,20854,19336,2998,20854,2998,19336,20854,2998,19336,878947,5791,6599,,,,,,,,,,,,,,,
2019-01-30,20925,20925,19862,19862,3008,3008,20925,19862,3008,20925,3008,19862,20925,3008,19862,1161600,7324,12170,,,,,,,,,,,,,,,
2019-01-31,20910,20910,19585,19585,2998,2998,20910,19585,2998,20910,2998,19585,20910,2998,19585,1477597,14890,26094,,,,,,,,,,,,,,,
2019-02-01,20933,20933,19623,19623,3003,3003,20933,19623,3003,20933,3003,19623,20933,3003,19623,786814,9022,35661,,,,,,,,,,,,,,,
2019-02-07,20929,20929,20255,20255,2975,2975,20929,20255,2975,20929,2975,20255,20929,2975,20255,787306,15754,56622,,,,,,,,,,,,,,,
2019-02-08,20664,20664,19740,19740,2979,2979,20664,19740,2979,20664,2979,19740,20664,2979,19740,1419720,11699,7750,,,,,,,,,,,,,,,
2019-02-11,20724,20724,19676,19676,2993,2993,20724,19676,2993,20724,2993,19676,20724,2993,19676,805136,8557,5612,,,,,,,,,,,,,,,
2019-02-12,20840,20840,19994,19994,2984,2984,20840,19994,2984,20840,2984,19994,20840,2984,19994,681688,12874,1924,,,,,,,,,,,,,,,
2019-02-13,20933,20933,20630,20630,3013,3013,20933,20630,3013,20933,3013,20630,20933,3013,20630,414590,12989,6608,,,,,,,,,,,,,,,
2019-02-14,21105,21105,21039,21039,3028,3028,21105,21039,3028,21105,3028,21039,21105,3028,21039,1549469,7941,8563,,,,,,,,,,,,,,,
2019-02-15,20826,20826,20378,20378,3003,3003,20826,20378,3003,20826,3003,20378,20826,3003,20378,1208054,13690,6930,,,,,,,,,,,,,,,
2019-02-18,21025,21025,20621,20621,2989,2989,21025,20621,2989,21025,2989,20621,21025,2989,20621,841155,8791,40071,,,,,,,,,,,,,,,
2019-02-19,20951,20951,20582,20582,3018,3018,20951,20582,3018,20951,3018,20582,20951,3018,20582,556613,8224,989,,,,,,,,,,,,,,,
2019-02-20,21202,21202,20981,20981,3048,3048,21202,20981,3048,21202,3048,20981,21202,3048,20981,235686,5983,2286,,,,,,,,,,,,,,,
2019-02-21,21171,21171,20951,20951,3053,3053,21171,20951,3053,21171,3053,20951,21171,3053,20951,559928,3875,1151,,,,,,,,,,,,,,,
2019-02-22,21171,21171,20932,20932,3063,3063,21171,20932,3063,21171,3063,20932,21171,3063,20932,582724,3217,20541,,,,,,,,,,,,,,,
2019-02-25,21222,21222,21418,21418,3087,3087,21222,21418,3087,21222,3087,21418,21222,3087,21418,611420,8364,6051,,,,,,,,,,,,,,,
2019-02-26,21124,21124,21166,21166,3122,3122,21124,21166,3122,21124,3122,21166,21124,3122,21166,659616,10675,42733,,,,,,,,,,,,,,,
2019-02-27,21202,21202,21020,21020,3083,3083,21202,21020,3083,21202,3083,21020,21202,3083,21020,800947,3317,28431,,,,,,,,,,,,,,,
2019-02-28,20830,20830,20354,20354,3013,3013,20830,20354,3013,20830,3013,20354,20830,3013,20354,782066,19605,8137,,,,,,,,,,,,,,,
2019-03-04,20784,20784,20479,20479,3028,3028,20784,20479,3028,20784,3028,20479,20784,3028,20479,790144,4824,51622,,,,,,,,,,,,,,,
2019-03-05,20729,20729,20167,20167,3003,3003,20729,20167,3003,20729,3003,20167,20729,3003,20167,2066357,5716,12299,,,,,,,,,,,,,,,
2019-03-06,20709,20709,20022,20022,3003,3003,20709,20022,3003,20709,3003,20022,20709,3003,20022,754491,2834,3595,,,,,,,,,,,,,,,
2019-03-07,20537,20537,19843,19843,2975,2975,20537,19843,2975,20537,2975,19843,20537,2975,19843,895193,6499,69955,,,,,,,,,,,,,,,
2019-03-08,20361,20361,19633,19633,2926,2926,20361,19633,2926,20361,2926,19633,20361,2926,19633,861359,3898,1782,,,,,,,,,,,,,,,
2019-03-11,20352,20352,20027,20027,2896,2896,20352,20027,2896,20352,2896,20027,20352,2896,20027,872591,8717,11365,,,,,,,,,,,,,,,
2019-03-12,20478,20478,20494,20494,2906,2906,20478,20494,2906,20478,2906,20494,20478,2906,20494,1431953,3867,117327,,,,,,,,,,,,,,,
2019-03-13,20384,20384,20664,20664,2881,2881,20384,20664,2881,20384,2881,20664,20384,2881,20664,1797274,3689,3081,,,,,,,,,,,,,,,
2019-03-14,20514,20514,20932,20932,2886,2886,20514,20932,2886,20514,2886,20932,20514,2886,20932,1052327,27686,535,,,,,,,,,,,,,,,
2019-03-15,20700,20700,20762,20762,2901,2901,20700,20762,2901,20700,2901,20762,20700,2901,20762,1292207,7708,98883,,,,,,,,,,,,,,,
2019-03-18,20695,20695,20834,20834,2921,2921,20695,20834,2921,20695,2921,20834,20695,2921,20834,726469,1627,8046,,,,,,,,,,,,,,,
2019-03-19,20664,20664,20713,20713,2896,2896,20664,20713,2896,20664,2896,20713,20664,2896,20713,713245,734,1050,,,,,,,,,,,,,,,
